별점,리뷰,날짜
2,별로입니다. 남은 음식은 절대못준다합니다. 맛은 가격만큼 이고  회 종류는 못싸주는거 이해 하지만 구이나 튀김 남은것도 포장 못해준답니다  내돈내산인데,2년 전
4,오픈집이라 잘나오더라구요,6년 전
5,재방문 의지? 👋넵! 가을에 다시 만나요,1년 전
1,"네이버등의 리뷰보고 가지 마시길 바랍니다. 아마 저와 동일하게 속으시고 돈만 버리실 겁니다. 뒤에 테이블 가족들은 먹다가 나가버렸습니다

음식 분위기 맛 친절상태 정말 실망입니다. 다찌집도 아니고 식당도 아니고..이게 어떻게 안심식당인지도..생선구이도 신선하지 않고 제대로 먹은 요리가 없는듯 합니다. 매운탕도 너무 성의없고 밥은 따로 시켜야 하고..통영이 좋아 다찌집이 좋아 그래도 안심식당이라 왔는데 이건 아닙니다. 음식가 장난치지 맙시다. 자꾸 생각할수록 화가 납니다. 나온 음식이 회먹을때 나오는 음식보다 못합니다. 자꾸 기분 나쁩니다. 비싼돈 주고 속은 불편합니다.",3년 전
5,"2020.02.18 방문
알쓸신잡에 나온 통영의 다찌집입니다. 술을즐기는 타입이 아니라 해산물을 즐기겠다는 생각으로 갔는데 정말 다양한 해산물들이 나왔습니다. 1인당 4만원짜리 식사였는데 아주 만족스러웠습니다. 통영에서 식사를위해 꼭 한군데만 가야한다면 여기로 가는 것을 추천 드리겠습니다.",5년 전
5,정말 너무너무 친절하고 맛도 좋음. 이 가격에 이렇게 맛있는 해산물을 배터지도록 먹을 수 있을지 몰랐음. 너무 배불렀는데도 너무 맛있어서 결국은 다 먹음. 방송보고 긴가민가해서 갔는데 만족함,7년 전
1,"방송으로 유명해진 곳입니다
개인적으로 방송세를 타는 곳은 가질안는데
이번도 역시 선택의 실패인듯 합니다
주차장 없습니다
가격이 나오는 음식에 비해 결코 저렴하지 않습니다
상호는 다찌이지만 기존의 통영다찌와는 음식이 다릅니다
그냥 일반적인 일식코스요리라고 보시면 됩니다
재방문의사 없습니다",5년 전
3,"깔끔하게 먹을 수 있는 다찌집
너무 기대가 컸나.",3년 전
4,"새우 간장게장 쫄깃하니  맛있어요
상차림을 번갈아 3번 해줌
해산물 싱싱하고 굿 입니다
생선회는 양이 조금 적습니다",2년 전
5,"통영 다찌집
건물도 멋있고
가격도 안주 산해진미
최고",3년 전
5,"깔끔하고, 풍미좋은 요리들의 천국.",4년 전
4,"해산물들이 모두 신선해서 맛있었습니다 다만 청소년 아이들이랑 함께 갔고 가족들이 양이 많지않아서 음식이 많이 남았는데 남는 음식을 싸주지 않은 점과 기본 음식값 1인당 4만원에 술과 음료수, 밥이 포함되어서 좀 비싸게 생각됐습니다 술을 잘 안먹는 사람들을 고려해서 1인 가격을 좀 저렴하게 받고 기타 가격은 추가로 받는게 좋을 듯. .",7년 전
2,다찌집을 꼭 가보고 싶어서 처음 가봤어요 살면서 딱 한번 가볼만 해요 다음에 통영오면 반다찌를 갈거예요. 술포함도 아니고 2인 9만원돈 내면서 먹을건 아닌거같아요. 마지막 매운탕이 이정도로 맛없을수 있나 싶을정도로 맛이 없었어요 매운탕이 비리고 맹맹하다니ㅜ 일생 한번 경험해본거로 족해요. 제 생각엔 다른 다찌집도 비슷할거라 생각해요 많은분들이 하던말이 공감됐어요 그치만 설명해주신 직원분? 은 너무 친절하고 감사합니다!,3년 전
1,"인당 4만원 나오는 음식은...
전복조금 해삼개불멍게 뭐 등등 새우랑 매운탕이랑
고구마 튀김, 농어 회, 간장게장 얼린거 ㅋㅋㅋ
먹을만한건 갈치구이 인당 한줄 나오는거 끝
전라도는 4인 12만원 하면 배불러서 밥을 못먹는데 여기는 밥까지 먹어도 배가 안차네
개쌍도 통영 반성해야 한다 쌍도 살면서 전라도
부럽긴 또 처음이다 맛도 없어 배도 안차
유시민이 가는 음식점은 거른다 ㅇㅇ",6년 전
1,"1인당 5만원 둘 10만원
그냥 일반 횟집 모듬 해산믈에 밑반찬 몇개 수준입니다
여자분만  가시면 그냥저냥 양이 찰  정도의 양입니다
양도  특별한 맛이  없이 다양성도 없고 1시간 만에 소주 2병 마시고 나왔습니다
물 들어 올때 노 젓는다지만  두번다시 다찌 달 생각이 없어졌네요",2년 전
1,야채 나오는 다찌?소스 범벅 나오는 연어 초밥?? 관광객을 위한 다찌. 음식도 맛도 써비스도 별루. 처음 가보는 사람은 그래도 서울 비해 잘 나오니 감동 하네요.,3년 전
5,"신선도 만족
친절함 만족
기본가격에 맥주 소주 음료수 포함되어서 먹다보면 주류를 잊어버리고 음식에만 집중하게됨
아쉬운점은 얼큰한 매운탕이 나왔으면 좀 더 게운했을텐데 그부분이 좀 아쉽네요",6년 전
